latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_CGVD28_HTv2,rcvr_clk_ns
45.9747159,-66.8893427,19.423,13.28875,162,2014,42.164,139285.113
45.9747158,-66.8893429,19.407,13.28889,162,2014,42.148,139524.529
45.9747159,-66.8893431,19.424,13.28903,162,2014,42.165,139763.815
45.9747159,-66.8893431,19.414,13.28917,162,2014,42.155,140002.718
45.9747159,-66.8893430,19.428,13.28930,162,2014,42.169,140241.399
45.9747159,-66.8893430,19.422,13.28944,162,2014,42.163,140479.784
45.9747159,-66.8893430,19.423,13.28958,162,2014,42.164,140717.946
45.9747159,-66.8893430,19.426,13.28972,162,2014,42.167,140955.806
45.9747159,-66.8893430,19.432,13.28986,162,2014,42.173,141193.377
45.9747159,-66.8893430,19.420,13.29000,162,2014,42.161,141430.648
45.9747160,-66.8893430,19.441,13.29014,162,2014,42.182,141667.745
45.9747159,-66.8893430,19.430,13.29028,162,2014,42.171,141904.470
45.9747158,-66.8893430,19.419,13.29042,162,2014,42.160,142140.951
45.9747159,-66.8893430,19.428,13.29055,162,2014,42.169,142377.214
45.9747160,-66.8893430,19.438,13.29069,162,2014,42.179,142613.262
45.9747161,-66.8893430,19.449,13.29083,162,2014,42.190,142849.065
45.9747162,-66.8893430,19.469,13.29097,162,2014,42.210,143084.648
45.9747161,-66.8893431,19.450,13.29111,162,2014,42.191,143319.865
45.9747161,-66.8893431,19.443,13.29125,162,2014,42.184,143554.881
45.9747161,-66.8893431,19.457,13.29139,162,2014,42.198,143789.717
45.9747163,-66.8893431,19.467,13.29153,162,2014,42.208,144024.296
45.9747163,-66.8893432,19.452,13.29167,162,2014,42.193,144258.498
45.9747162,-66.8893432,19.449,13.29180,162,2014,42.190,144492.472
45.9747163,-66.8893432,19.453,13.29194,162,2014,42.194,144726.215
45.9747170,-66.8893432,19.580,13.29208,162,2014,42.321,144960.099
45.9747170,-66.8893432,19.579,13.29222,162,2014,42.320,145193.412
45.9747170,-66.8893433,19.575,13.29236,162,2014,42.316,145426.516
45.9747170,-66.8893433,19.576,13.29250,162,2014,42.317,145659.400
45.9747171,-66.8893433,19.579,13.29264,162,2014,42.320,145892.020
45.9747171,-66.8893433,19.577,13.29278,162,2014,42.318,146124.396
45.9747171,-66.8893433,19.581,13.29292,162,2014,42.322,146356.518
45.9747171,-66.8893433,19.577,13.29305,162,2014,42.318,146588.380
45.9747171,-66.8893433,19.583,13.29319,162,2014,42.324,146820.049
45.9747171,-66.8893433,19.575,13.29333,162,2014,42.316,147051.468
45.9747171,-66.8893433,19.576,13.29347,162,2014,42.317,147282.609
45.9747171,-66.8893432,19.582,13.29361,162,2014,42.323,147513.463
45.9747171,-66.8893432,19.586,13.29375,162,2014,42.327,147744.015
45.9747171,-66.8893432,19.587,13.29389,162,2014,42.328,147974.280
45.9747171,-66.8893432,19.590,13.29403,162,2014,42.331,148204.320
45.9747171,-66.8893432,19.584,13.29417,162,2014,42.325,148434.217
45.9747170,-66.8893432,19.585,13.29430,162,2014,42.326,148663.952
45.9747170,-66.8893431,19.585,13.29444,162,2014,42.326,148893.458
45.9747170,-66.8893431,19.588,13.29458,162,2014,42.329,149120.456
45.9747169,-66.8893431,19.588,13.29472,162,2014,42.329,149334.218
45.9747169,-66.8893431,19.589,13.29486,162,2014,42.330,149526.536
45.9747169,-66.8893430,19.584,13.29500,162,2014,42.325,149692.724
45.9747168,-66.8893430,19.578,13.29514,162,2014,42.319,149830.170
45.9747168,-66.8893430,19.579,13.29528,162,2014,42.320,149937.287
45.9747168,-66.8893430,19.581,13.29542,162,2014,42.322,150013.103
45.9747168,-66.8893429,19.576,13.29555,162,2014,42.317,150057.027
45.9747168,-66.8893429,19.579,13.29569,162,2014,42.320,150069.707
45.9747168,-66.8893430,19.577,13.29583,162,2014,42.318,150055.499
45.9747167,-66.8893429,19.582,13.29597,162,2014,42.323,150024.766
45.9747168,-66.8893430,19.576,13.29611,162,2014,42.317,149990.386
45.9747168,-66.8893430,19.586,13.29625,162,2014,42.327,149958.124
45.9747168,-66.8893430,19.588,13.29639,162,2014,42.329,149935.309
45.9747168,-66.8893430,19.582,13.29653,162,2014,42.323,149921.843
45.9747169,-66.8893430,19.582,13.29667,162,2014,42.323,149917.996
45.9747169,-66.8893430,19.578,13.29680,162,2014,42.319,149921.072
45.9747169,-66.8893431,19.578,13.29694,162,2014,42.319,149927.773
45.9747169,-66.8893431,19.583,13.29708,162,2014,42.324,149935.983
45.9747169,-66.8893431,19.586,13.29722,162,2014,42.327,149942.935
45.9747169,-66.8893431,19.590,13.29736,162,2014,42.331,149948.121
45.9747170,-66.8893431,19.585,13.29750,162,2014,42.326,149950.602
45.9747169,-66.8893431,19.587,13.29764,162,2014,42.328,149951.054
45.9747170,-66.8893432,19.587,13.29778,162,2014,42.328,149949.921
45.9747170,-66.8893432,19.593,13.29792,162,2014,42.334,149947.829
45.9747170,-66.8893432,19.586,13.29805,162,2014,42.327,149945.477
45.9747169,-66.8893432,19.581,13.29819,162,2014,42.322,149943.238
45.9747169,-66.8893432,19.574,13.29833,162,2014,42.315,149941.483
45.9747170,-66.8893432,19.583,13.29847,162,2014,42.324,149940.297
45.9747170,-66.8893433,19.583,13.29861,162,2014,42.324,149939.647
45.9747169,-66.8893432,19.580,13.29875,162,2014,42.321,149939.365
45.9747169,-66.8893432,19.582,13.29889,162,2014,42.323,149939.369
45.9747169,-66.8893432,19.583,13.29903,162,2014,42.324,149939.478
45.9747169,-66.8893431,19.576,13.29917,162,2014,42.317,149939.525
45.9747169,-66.8893432,19.581,13.29944,162,2014,42.322,-10.524
45.9747169,-66.8893432,19.581,13.29958,162,2014,42.322,-10.888
45.9747169,-66.8893432,19.569,13.29972,162,2014,42.310,-11.387
45.9747169,-66.8893431,19.571,13.29986,162,2014,42.312,-11.954
45.9747169,-66.8893432,19.574,13.30000,162,2014,42.315,-12.598
45.9747169,-66.8893431,19.578,13.30014,162,2014,42.319,-13.295
45.9747169,-66.8893432,19.576,13.30028,162,2014,42.317,-14.155
45.9747168,-66.8893431,19.581,13.30042,162,2014,42.322,-15.082
45.9747168,-66.8893431,19.575,13.30056,162,2014,42.316,-16.109
45.9747168,-66.8893431,19.579,13.30069,162,2014,42.320,-17.206
45.9747168,-66.8893431,19.578,13.30083,162,2014,42.319,-18.362
45.9747167,-66.8893431,19.583,13.30097,162,2014,42.324,-19.517
45.9747167,-66.8893431,19.577,13.30111,162,2014,42.318,-20.715
45.9747167,-66.8893430,19.581,13.30125,162,2014,42.322,-21.948
45.9747167,-66.8893431,19.586,13.30139,162,2014,42.327,-23.151
45.9747167,-66.8893430,19.593,13.30153,162,2014,42.334,-24.419
45.9747167,-66.8893431,19.590,13.30167,162,2014,42.331,-25.755
45.9747167,-66.8893430,19.595,13.30181,162,2014,42.336,-27.083
45.9747167,-66.8893431,19.590,13.30194,162,2014,42.331,-28.393
45.9747167,-66.8893430,19.600,13.30208,162,2014,42.341,-29.614
45.9747168,-66.8893431,19.594,13.30222,162,2014,42.335,-30.748
45.9747168,-66.8893431,19.585,13.30236,162,2014,42.326,-31.855
45.9747168,-66.8893431,19.582,13.30250,162,2014,42.323,-32.873
45.9747168,-66.8893431,19.586,13.30264,162,2014,42.327,-33.830
45.9747169,-66.8893431,19.584,13.30278,162,2014,42.325,-34.739
45.9747168,-66.8893431,19.579,13.30292,162,2014,42.320,-35.594
45.9747169,-66.8893431,19.578,13.30306,162,2014,42.319,-36.376
45.9747169,-66.8893431,19.585,13.30319,162,2014,42.326,-37.078
45.9747169,-66.8893431,19.585,13.30333,162,2014,42.326,-37.699
45.9747169,-66.8893431,19.585,13.30347,162,2014,42.326,-38.271
45.9747169,-66.8893432,19.585,13.30361,162,2014,42.326,-38.780
45.9747169,-66.8893431,19.587,13.30375,162,2014,42.328,-39.274
45.9747170,-66.8893431,19.592,13.30389,162,2014,42.333,-39.729
45.9747170,-66.8893431,19.593,13.30403,162,2014,42.334,-40.183
45.9747170,-66.8893432,19.593,13.30417,162,2014,42.334,-40.566
45.9747170,-66.8893432,19.594,13.30431,162,2014,42.335,-40.978
45.9747170,-66.8893432,19.590,13.30444,162,2014,42.331,-41.399
45.9747170,-66.8893432,19.593,13.30458,162,2014,42.334,-41.812
45.9747170,-66.8893432,19.590,13.30472,162,2014,42.331,-42.183
45.9747169,-66.8893432,19.588,13.30486,162,2014,42.329,-42.510
45.9747169,-66.8893432,19.589,13.30500,162,2014,42.330,-42.755
45.9747169,-66.8893432,19.589,13.30514,162,2014,42.330,-42.944
45.9747169,-66.8893432,19.590,13.30528,162,2014,42.331,-43.064
45.9747169,-66.8893432,19.590,13.30542,162,2014,42.331,-43.163
45.9747169,-66.8893432,19.589,13.30556,162,2014,42.330,-43.200
45.9747169,-66.8893432,19.589,13.30569,162,2014,42.330,-43.192
45.9747169,-66.8893432,19.589,13.30583,162,2014,42.330,-43.147
45.9747168,-66.8893432,19.587,13.30597,162,2014,42.328,-43.070
45.9747168,-66.8893432,19.591,13.30611,162,2014,42.332,-42.988
45.9747168,-66.8893431,19.590,13.30625,162,2014,42.331,-42.943
45.9747168,-66.8893431,19.586,13.30639,162,2014,42.327,-42.881
45.9747168,-66.8893431,19.581,13.30653,162,2014,42.322,-42.864
45.9747168,-66.8893431,19.583,13.30667,162,2014,42.324,-42.814
45.9747168,-66.8893431,19.578,13.30681,162,2014,42.319,-42.826
45.9747167,-66.8893431,19.571,13.30694,162,2014,42.312,-42.998
45.9747167,-66.8893431,19.579,13.30708,162,2014,42.320,-43.232
45.9747167,-66.8893431,19.585,13.30722,162,2014,42.326,-43.567
45.9747167,-66.8893430,19.586,13.30736,162,2014,42.327,-43.907
45.9747167,-66.8893430,19.580,13.30750,162,2014,42.321,-44.217
45.9747167,-66.8893430,19.579,13.30764,162,2014,42.320,-44.561
45.9747167,-66.8893430,19.583,13.30778,162,2014,42.324,-44.896
45.9747167,-66.8893430,19.588,13.30792,162,2014,42.329,-45.209
45.9747167,-66.8893430,19.587,13.30806,162,2014,42.328,-45.461
45.9747167,-66.8893430,19.584,13.30819,162,2014,42.325,-45.670
45.9747167,-66.8893430,19.584,13.30833,162,2014,42.325,-45.817
45.9747167,-66.8893430,19.586,13.30847,162,2014,42.327,-45.924
45.9747167,-66.8893430,19.585,13.30861,162,2014,42.326,-45.962
45.9747167,-66.8893430,19.586,13.30875,162,2014,42.327,-45.965
45.9747167,-66.8893431,19.588,13.30889,162,2014,42.329,-45.983
45.9747167,-66.8893430,19.589,13.30903,162,2014,42.330,-46.023
45.9747167,-66.8893431,19.583,13.30917,162,2014,42.324,-46.065
45.9747167,-66.8893431,19.585,13.30931,162,2014,42.326,-46.084
45.9747168,-66.8893431,19.582,13.30944,162,2014,42.323,-46.113
45.9747167,-66.8893431,19.584,13.30958,162,2014,42.325,-46.139
45.9747168,-66.8893431,19.585,13.30972,162,2014,42.326,-46.133
45.9747168,-66.8893431,19.585,13.30986,162,2014,42.326,-46.085
45.9747168,-66.8893432,19.584,13.31000,162,2014,42.325,-46.018
45.9747168,-66.8893431,19.580,13.31014,162,2014,42.321,-45.984
45.9747169,-66.8893432,19.582,13.31028,162,2014,42.323,-45.933
45.9747168,-66.8893431,19.585,13.31042,162,2014,42.326,-45.909
45.9747169,-66.8893432,19.580,13.31056,162,2014,42.321,-45.891
45.9747169,-66.8893432,19.583,13.31069,162,2014,42.324,-45.910
45.9747169,-66.8893432,19.585,13.31083,162,2014,42.326,-45.908
45.9747169,-66.8893432,19.581,13.31097,162,2014,42.322,-45.906
45.9747169,-66.8893432,19.582,13.31111,162,2014,42.323,-45.851
45.9747169,-66.8893432,19.581,13.31125,162,2014,42.322,-45.793
45.9747169,-66.8893432,19.587,13.31139,162,2014,42.328,-45.736
45.9747170,-66.8893432,19.588,13.31153,162,2014,42.329,-45.764
45.9747170,-66.8893432,19.580,13.31167,162,2014,42.321,-45.835
45.9747170,-66.8893432,19.585,13.31181,162,2014,42.326,-45.917
45.9747170,-66.8893432,19.588,13.31194,162,2014,42.329,-46.016
45.9747170,-66.8893432,19.589,13.31208,162,2014,42.330,-46.154
45.9747170,-66.8893432,19.590,13.31222,162,2014,42.331,-46.266
45.9747170,-66.8893432,19.590,13.31236,162,2014,42.331,-46.352
45.9747170,-66.8893432,19.589,13.31250,162,2014,42.330,-46.389
45.9747170,-66.8893432,19.587,13.31264,162,2014,42.328,-46.390
45.9747170,-66.8893432,19.582,13.31278,162,2014,42.323,-46.296
45.9747170,-66.8893432,19.588,13.31292,162,2014,42.329,-46.118
45.9747170,-66.8893432,19.582,13.31306,162,2014,42.323,-45.899
45.9747170,-66.8893432,19.587,13.31319,162,2014,42.328,-45.605
45.9747170,-66.8893432,19.586,13.31333,162,2014,42.327,-45.319
45.9747170,-66.8893432,19.590,13.31347,162,2014,42.331,-45.003
45.9747171,-66.8893432,19.590,13.31361,162,2014,42.331,-44.673
45.9747170,-66.8893432,19.592,13.31375,162,2014,42.333,-44.400
45.9747170,-66.8893432,19.595,13.31389,162,2014,42.336,-44.197
45.9747170,-66.8893432,19.602,13.31403,162,2014,42.343,-44.003
45.9747169,-66.8893432,19.565,13.31417,162,2014,42.306,-43.902
45.9747169,-66.8893432,19.569,13.31431,162,2014,42.310,-43.668
45.9747169,-66.8893432,19.569,13.31444,162,2014,42.310,-43.495
45.9747169,-66.8893432,19.573,13.31458,162,2014,42.314,-43.359
45.9747169,-66.8893432,19.572,13.31472,162,2014,42.313,-43.253
45.9747168,-66.8893432,19.576,13.31486,162,2014,42.317,-43.126
45.9747169,-66.8893432,19.573,13.31500,162,2014,42.314,-43.015
45.9747169,-66.8893432,19.571,13.31514,162,2014,42.312,-42.923
45.9747169,-66.8893432,19.557,13.31528,162,2014,42.298,-42.861
45.9747169,-66.8893432,19.564,13.31542,162,2014,42.305,-42.813
45.9747169,-66.8893432,19.557,13.31556,162,2014,42.298,-42.798
45.9747168,-66.8893432,19.560,13.31569,162,2014,42.301,-42.731
45.9747169,-66.8893432,19.554,13.31583,162,2014,42.295,-42.636
45.9747168,-66.8893432,19.555,13.31597,162,2014,42.296,-42.560
45.9747169,-66.8893432,19.554,13.31611,162,2014,42.295,-42.510
45.9747169,-66.8893432,19.557,13.31625,162,2014,42.298,-42.499
45.9747168,-66.8893432,19.554,13.31639,162,2014,42.295,-42.516
45.9747168,-66.8893432,19.565,13.31653,162,2014,42.306,-42.516
45.9747169,-66.8893432,19.570,13.31667,162,2014,42.311,-42.499
45.9747169,-66.8893432,19.567,13.31681,162,2014,42.308,-42.495
45.9747168,-66.8893432,19.564,13.31694,162,2014,42.305,-42.465
45.9747168,-66.8893431,19.563,13.31708,162,2014,42.304,-42.426
45.9747168,-66.8893432,19.563,13.31722,162,2014,42.304,-42.416
45.9747168,-66.8893432,19.565,13.31736,162,2014,42.306,-42.397
45.9747169,-66.8893432,19.561,13.31750,162,2014,42.302,-42.383
45.9747168,-66.8893432,19.551,13.31764,162,2014,42.292,-42.373
45.9747169,-66.8893432,19.555,13.31778,162,2014,42.296,-42.278
45.9747169,-66.8893432,19.554,13.31792,162,2014,42.295,-42.232
45.9747169,-66.8893432,19.557,13.31806,162,2014,42.298,-42.322
45.9747169,-66.8893432,19.556,13.31819,162,2014,42.297,-42.504
45.9747169,-66.8893432,19.550,13.31833,162,2014,42.291,-42.763
45.9747169,-66.8893432,19.550,13.31847,162,2014,42.291,-43.014
45.9747169,-66.8893432,19.548,13.31861,162,2014,42.289,-43.261
45.9747170,-66.8893432,19.550,13.31875,162,2014,42.291,-43.571
45.9747170,-66.8893432,19.543,13.31889,162,2014,42.284,-43.889
45.9747170,-66.8893432,19.546,13.31903,162,2014,42.287,-44.161
45.9747170,-66.8893432,19.548,13.31917,162,2014,42.289,-44.402
45.9747171,-66.8893433,19.549,13.31931,162,2014,42.290,-44.609
45.9747171,-66.8893433,19.549,13.31944,162,2014,42.290,-44.769
45.9747171,-66.8893433,19.549,13.31958,162,2014,42.290,-44.875
45.9747171,-66.8893433,19.541,13.31972,162,2014,42.282,-44.996
45.9747171,-66.8893433,19.546,13.31986,162,2014,42.287,-45.077
45.9747171,-66.8893433,19.545,13.32000,162,2014,42.286,-45.138
45.9747171,-66.8893432,19.549,13.32014,162,2014,42.290,-45.194
45.9747171,-66.8893433,19.548,13.32028,162,2014,42.289,-45.252
45.9747171,-66.8893433,19.550,13.32042,162,2014,42.291,-45.305
45.9747171,-66.8893433,19.552,13.32056,162,2014,42.293,-45.286
45.9747171,-66.8893433,19.550,13.32069,162,2014,42.291,-45.231
45.9747170,-66.8893432,19.552,13.32083,162,2014,42.293,-45.119
45.9747170,-66.8893433,19.554,13.32097,162,2014,42.295,-44.980
45.9747170,-66.8893432,19.548,13.32111,162,2014,42.289,-44.838
45.9747170,-66.8893432,19.550,13.32125,162,2014,42.291,-44.731
45.9747170,-66.8893433,19.552,13.32139,162,2014,42.293,-44.588
45.9747170,-66.8893432,19.552,13.32153,162,2014,42.293,-44.386
45.9747170,-66.8893432,19.550,13.32167,162,2014,42.291,-44.148
45.9747170,-66.8893432,19.548,13.32181,162,2014,42.289,-43.966
45.9747169,-66.8893432,19.542,13.32194,162,2014,42.283,-43.831
45.9747169,-66.8893432,19.542,13.32208,162,2014,42.283,-43.726
45.9747169,-66.8893432,19.542,13.32222,162,2014,42.283,-43.701
45.9747169,-66.8893432,19.540,13.32236,162,2014,42.281,-43.672
45.9747170,-66.8893432,19.538,13.32250,162,2014,42.279,-43.257
45.9747170,-66.8893432,19.543,13.32264,162,2014,42.284,-42.414
45.9747169,-66.8893432,19.542,13.32278,162,2014,42.283,-41.383
45.9747169,-66.8893432,19.546,13.32292,162,2014,42.287,-40.287
45.9747169,-66.8893431,19.544,13.32306,162,2014,42.285,-39.253
45.9747169,-66.8893431,19.544,13.32319,162,2014,42.285,-38.257
45.9747169,-66.8893432,19.539,13.32333,162,2014,42.280,-37.316
45.9747169,-66.8893431,19.543,13.32347,162,2014,42.284,-36.428
45.9747169,-66.8893431,19.543,13.32361,162,2014,42.284,-35.677
45.9747169,-66.8893432,19.549,13.32375,162,2014,42.290,-34.984
45.9747169,-66.8893432,19.550,13.32389,162,2014,42.291,-34.383
45.9747169,-66.8893432,19.550,13.32403,162,2014,42.291,-33.864
45.9747170,-66.8893432,19.547,13.32417,162,2014,42.288,-33.381
45.9747170,-66.8893432,19.550,13.32431,162,2014,42.291,-32.956
45.9747170,-66.8893432,19.548,13.32444,162,2014,42.289,-32.608
45.9747170,-66.8893433,19.551,13.32458,162,2014,42.292,-32.335
45.9747169,-66.8893432,19.547,13.32472,162,2014,42.288,-32.104
45.9747170,-66.8893433,19.542,13.32486,162,2014,42.283,-31.934
45.9747170,-66.8893433,19.545,13.32500,162,2014,42.286,-31.786
45.9747169,-66.8893433,19.542,13.32514,162,2014,42.283,-31.616
45.9747169,-66.8893433,19.540,13.32528,162,2014,42.281,-31.278
45.9747170,-66.8893433,19.542,13.32542,162,2014,42.283,-30.781
45.9747170,-66.8893433,19.542,13.32556,162,2014,42.283,-30.237
45.9747170,-66.8893433,19.544,13.32569,162,2014,42.285,-29.658
45.9747169,-66.8893433,19.545,13.32583,162,2014,42.286,-29.126
45.9747169,-66.8893433,19.543,13.32597,162,2014,42.284,-28.639
45.9747169,-66.8893433,19.542,13.32611,162,2014,42.283,-28.233
45.9747170,-66.8893433,19.544,13.32625,162,2014,42.285,-27.886
45.9747170,-66.8893433,19.543,13.32639,162,2014,42.284,-27.598
45.9747169,-66.8893433,19.549,13.32653,162,2014,42.290,-27.304
45.9747170,-66.8893433,19.548,13.32667,162,2014,42.289,-27.046
45.9747170,-66.8893433,19.546,13.32681,162,2014,42.287,-26.826
45.9747170,-66.8893433,19.545,13.32694,162,2014,42.286,-26.826
45.9747170,-66.8893433,19.546,13.32708,162,2014,42.287,-26.980
45.9747170,-66.8893433,19.548,13.32722,162,2014,42.289,-27.251
45.9747170,-66.8893432,19.544,13.32736,162,2014,42.285,-27.659
45.9747170,-66.8893432,19.536,13.32750,162,2014,42.277,-28.133
45.9747170,-66.8893432,19.544,13.32764,162,2014,42.285,-28.599
45.9747170,-66.8893432,19.542,13.32778,162,2014,42.283,-29.046
45.9747170,-66.8893432,19.544,13.32792,162,2014,42.285,-29.481
45.9747170,-66.8893432,19.534,13.32806,162,2014,42.275,-29.926
45.9747170,-66.8893432,19.537,13.32819,162,2014,42.278,-30.328
45.9747170,-66.8893433,19.532,13.32833,162,2014,42.273,-30.657
45.9747170,-66.8893432,19.540,13.32847,162,2014,42.281,-30.908
45.9747170,-66.8893432,19.538,13.32861,162,2014,42.279,-31.122
45.9747170,-66.8893433,19.543,13.32875,162,2014,42.284,-31.213
45.9747170,-66.8893433,19.546,13.32889,162,2014,42.287,-31.240
45.9747171,-66.8893433,19.547,13.32903,162,2014,42.288,-31.251
45.9747171,-66.8893433,19.545,13.32917,162,2014,42.286,-31.255
45.9747171,-66.8893433,19.551,13.32931,162,2014,42.292,-31.252
45.9747171,-66.8893433,19.549,13.32944,162,2014,42.290,-31.268
45.9747171,-66.8893434,19.549,13.32958,162,2014,42.290,-31.227
45.9747171,-66.8893434,19.544,13.32972,162,2014,42.285,-31.227
45.9747172,-66.8893433,19.549,13.32986,162,2014,42.290,-31.202
45.9747172,-66.8893434,19.549,13.33000,162,2014,42.290,-31.138
45.9747172,-66.8893434,19.549,13.33014,162,2014,42.290,-31.104
45.9747172,-66.8893434,19.549,13.33028,162,2014,42.290,-31.163
45.9747172,-66.8893435,19.551,13.33042,162,2014,42.292,-31.300
45.9747172,-66.8893435,19.550,13.33056,162,2014,42.291,-31.444
45.9747172,-66.8893435,19.548,13.33069,162,2014,42.289,-31.619
45.9747173,-66.8893435,19.540,13.33083,162,2014,42.281,-31.804
45.9747173,-66.8893435,19.541,13.33097,162,2014,42.282,-31.998
45.9747172,-66.8893435,19.537,13.33111,162,2014,42.278,-32.209
45.9747173,-66.8893435,19.543,13.33125,162,2014,42.284,-32.372
45.9747173,-66.8893435,19.540,13.33139,162,2014,42.281,-32.541
45.9747172,-66.8893435,19.533,13.33153,162,2014,42.274,-32.678
45.9747172,-66.8893435,19.533,13.33167,162,2014,42.274,-32.763
45.9747173,-66.8893435,19.535,13.33181,162,2014,42.276,-32.793
45.9747172,-66.8893435,19.535,13.33194,162,2014,42.276,-32.795
45.9747172,-66.8893435,19.532,13.33208,162,2014,42.273,-32.813
45.9747172,-66.8893435,19.529,13.33222,162,2014,42.270,-32.855
45.9747172,-66.8893435,19.534,13.33236,162,2014,42.275,-32.906
45.9747172,-66.8893435,19.531,13.33250,162,2014,42.272,-32.965
45.9747172,-66.8893435,19.534,13.33264,162,2014,42.275,-32.995
45.9747172,-66.8893435,19.536,13.33278,162,2014,42.277,-32.952
45.9747172,-66.8893435,19.537,13.33292,162,2014,42.278,-32.862
45.9747172,-66.8893435,19.534,13.33306,162,2014,42.275,-32.763
45.9747172,-66.8893434,19.538,13.33319,162,2014,42.279,-32.660
45.9747172,-66.8893434,19.536,13.33333,162,2014,42.277,-32.550
45.9747172,-66.8893434,19.534,13.33347,162,2014,42.275,-32.426
45.9747172,-66.8893434,19.539,13.33361,162,2014,42.280,-32.269
45.9747172,-66.8893434,19.536,13.33375,162,2014,42.277,-32.223
45.9747172,-66.8893434,19.533,13.33389,162,2014,42.274,-32.168
45.9747171,-66.8893434,19.536,13.33403,162,2014,42.277,-32.148
45.9747171,-66.8893434,19.531,13.33417,162,2014,42.272,-32.126
45.9747171,-66.8893434,19.534,13.33431,162,2014,42.275,-32.057
45.9747171,-66.8893434,19.529,13.33444,162,2014,42.270,-31.985
45.9747171,-66.8893433,19.529,13.33458,162,2014,42.270,-31.866
45.9747171,-66.8893434,19.527,13.33472,162,2014,42.268,-31.758
45.9747171,-66.8893433,19.529,13.33486,162,2014,42.270,-31.605
45.9747171,-66.8893433,19.533,13.33500,162,2014,42.274,-31.446
45.9747171,-66.8893433,19.537,13.33514,162,2014,42.278,-31.332
45.9747171,-66.8893433,19.528,13.33528,162,2014,42.269,-31.273
45.9747171,-66.8893433,19.537,13.33542,162,2014,42.278,-31.174
45.9747171,-66.8893433,19.534,13.33556,162,2014,42.275,-31.116
45.9747171,-66.8893433,19.534,13.33569,162,2014,42.275,-31.072
45.9747171,-66.8893433,19.530,13.33583,162,2014,42.271,-31.042
45.9747171,-66.8893433,19.531,13.33597,162,2014,42.272,-31.023
45.9747171,-66.8893433,19.535,13.33611,162,2014,42.276,-30.980
45.9747171,-66.8893433,19.534,13.33625,162,2014,42.275,-31.443
45.9747171,-66.8893434,19.534,13.33639,162,2014,42.275,-34.465
45.9747171,-66.8893434,19.536,13.33653,162,2014,42.277,-39.962
45.9747171,-66.8893434,19.533,13.33667,162,2014,42.274,-46.971
45.9747171,-66.8893434,19.531,13.33681,162,2014,42.272,-54.756
45.9747172,-66.8893434,19.534,13.33694,162,2014,42.275,-62.736
45.9747172,-66.8893434,19.531,13.33708,162,2014,42.272,-70.631
45.9747172,-66.8893434,19.530,13.33722,162,2014,42.271,-78.060
45.9747171,-66.8893434,19.528,13.33736,162,2014,42.269,-84.970
45.9747171,-66.8893434,19.528,13.33750,162,2014,42.269,-91.146
45.9747171,-66.8893434,19.530,13.33764,162,2014,42.271,-96.625
45.9747171,-66.8893434,19.524,13.33778,162,2014,42.265,-101.246
45.9747171,-66.8893434,19.527,13.33792,162,2014,42.268,-105.134
45.9747171,-66.8893433,19.528,13.33806,162,2014,42.269,-108.277
45.9747172,-66.8893433,19.526,13.33819,162,2014,42.267,-110.827
45.9747172,-66.8893434,19.525,13.33833,162,2014,42.266,-112.767
45.9747172,-66.8893434,19.533,13.33847,162,2014,42.274,-114.196
45.9747172,-66.8893433,19.533,13.33861,162,2014,42.274,-115.166
45.9747172,-66.8893433,19.535,13.33875,162,2014,42.276,-115.766
45.9747172,-66.8893434,19.533,13.33889,162,2014,42.274,-116.028
45.9747172,-66.8893433,19.529,13.33903,162,2014,42.270,-116.030
45.9747172,-66.8893433,19.526,13.33917,162,2014,42.267,-115.735
45.9747172,-66.8893433,19.529,13.33931,162,2014,42.270,-115.196
45.9747172,-66.8893433,19.527,13.33944,162,2014,42.268,-114.501
45.9747172,-66.8893433,19.528,13.33958,162,2014,42.269,-113.669
45.9747171,-66.8893433,19.526,13.33972,162,2014,42.267,-112.723
45.9747172,-66.8893433,19.528,13.33986,162,2014,42.269,-111.706
45.9747171,-66.8893433,19.526,13.34000,162,2014,42.267,-110.740
45.9747172,-66.8893433,19.526,13.34014,162,2014,42.267,-109.744
45.9747171,-66.8893434,19.532,13.34028,162,2014,42.273,-108.753
45.9747171,-66.8893433,19.532,13.34042,162,2014,42.273,-107.760
45.9747171,-66.8893433,19.531,13.34056,162,2014,42.272,-106.725
45.9747171,-66.8893433,19.529,13.34069,162,2014,42.270,-105.665
45.9747171,-66.8893434,19.525,13.34083,162,2014,42.266,-104.633
45.9747171,-66.8893433,19.523,13.34097,162,2014,42.264,-103.596
45.9747171,-66.8893434,19.523,13.34111,162,2014,42.264,-102.600
45.9747171,-66.8893434,19.525,13.34125,162,2014,42.266,-101.673
45.9747171,-66.8893434,19.523,13.34139,162,2014,42.264,-100.883
45.9747171,-66.8893434,19.526,13.34153,162,2014,42.267,-100.196
45.9747171,-66.8893434,19.525,13.34167,162,2014,42.266,-99.543
45.9747171,-66.8893434,19.525,13.34181,162,2014,42.266,-98.889
45.9747171,-66.8893434,19.528,13.34194,162,2014,42.269,-98.256
45.9747172,-66.8893434,19.532,13.34208,162,2014,42.273,-97.646
45.9747171,-66.8893434,19.532,13.34222,162,2014,42.273,-97.140
45.9747171,-66.8893434,19.534,13.34236,162,2014,42.275,-96.695
